AIRPORT_ID,DESCRIPTION,ICAO_CODE,USABLE_FOR_WEATHER,STATUS_REASON,MATCH_METHOD,CONFIDENCE
10093,"Cape Simpson, AK: Cape Simpson No. 7",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10094,"Aglaq, AK: Cape Simpson #1",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10095,"Nikiski, AK: Nikiski Private Airstrip",NOT_FOUND,NO,PRIVATE/SPECIAL_USE,NO_MATCH,UNKNOWN
10096,"Petrof Point, AK: Petrof Point Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10097,"Denali, AK: Denali West Lodge Private",NOT_FOUND,NO,PRIVATE/SPECIAL_USE,NO_MATCH,UNKNOWN
10098,"Big River, AK: Big River Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10100,"Carry Inlet, AK: Carry Inlet Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10102,"Montague Island, AK: Montague Island Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10103,"Shannon Pond, AK: Shannon Pond Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10104,"Omalik Lagoon, AK: Omalik Lagoon Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10105,"Omolik Lagoon, AK: Omolik Lagoon Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10106,"Bradley Lake Project, AK: Bradley Lake Project Airport",KBDL,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10107,"Barrow, AK: Ice Strip",PABR,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10108,"Barrow, AK: Ice Strip",PABR,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10109,"Barrow, AK: Ice Strip",PABR,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10110,"Akulik, AK: Akulik Air Strip",NOT_FOUND,NO,PRIVATE/SPECIAL_USE,NO_MATCH,UNKNOWN
10111,"Deadfall, AK: Deadfall Air Strip",NOT_FOUND,NO,PRIVATE/SPECIAL_USE,NO_MATCH,UNKNOWN
10112,"Eagle Creek, AK: Eagle Creek Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10113,"Bethel, AK: Ice Kong",PABE,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10116,"Kachemak Bay, AK: Glacier Split",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10117,"Selby Lake, AK: Selby Lake Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10118,"Anaa, French Polynesia: Anaa Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10119,"Arrabury, Australia: Arrabury Station",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10120,"El Arish, Egypt: El Arish International",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10121,"Annaba, Algeria: Rabah Bitat",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10122,"Apalachicola, FL: Apalachicola Regional Cleve Randolph Field",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10123,"Aachen, Germany: Aachen Merzbrueck",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10124,"Arraias, Brazil: Arraias Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10125,"Aalborg, Denmark: Aalborg Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10126,"Mala Mala, South Africa: Malamala",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10127,"Al Ain, United Arab Emirates: Al Ain International",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10128,"Anaco, Venezuela: Anaco Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10129,"Anapa, Russia: Vityazevo",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10130,"Aarhus, Denmark: Aarhus Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10131,"Asau, Samoa: Asau W Sam",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10132,"Araxa, Brazil: Romeu Zema",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10134,"Abadan, Iran: Abadan Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10135,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",KABE,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10136,"Abilene, TX: Abilene Regional",KABI,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10137,"Abidjan, Cote d'Ivoire: Felix Houphouet Boigny Abidjan International",NOT_FOUND,NO,NO_ICAO_CODE,NO_STATE_CODE,UNKNOWN
10138,"Kabri Dar, Ethiopia: Kebri Dahar",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10139,"Ambler, AK: Ambler River",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10140,ABQ,KABQ,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10141,"Aberdeen, SD: Aberdeen Regional",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10142,"Abu Simbel, Egypt: Abu Simbel Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10143,"Al-Baha, Saudi Arabia: King Saud Bin Abdulaziz",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10144,"Abuja, Nigeria: Nnamdi Azikiwe International",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10145,"Albury, Australia: Albury Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10146,"Albany, GA: Southwest Georgia Regional",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10147,"Aberdeen, United Kingdom: Aberdeen Dyce",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10148,"Acapulco, Mexico: Acapulco International",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10149,"Bellaire, MI: Antrim County",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10150,"Accra, Ghana: Kotoka International",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10151,"Arrecife, Spain: Lanzarote",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10152,"Altenrhein, Switzerland: St Gallen Altenrhein",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10153,"Alderney, United Kingdom: Alderney Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10154,"Nantucket, MA: Nantucket Memorial",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10155,"Waco, TX: Waco Regional",KACT,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10156,"Achutupo, Panama: Achutupo Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10157,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10158,"Atlantic City, NJ: Atlantic City International",KACY,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10159,"Adana, Turkey: Adana International",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10160,"Izmir, Turkey: Adnan Menderes",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10161,"Andakombe, Papua New Guinea: Andakombe Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10162,"Addis Ababa, Ethiopia: Bole International",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10163,"Aden, Yemen: Aden International",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10164,"Amman, Jordan: Marka International",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10165,"Adak Island, AK: Adak",PADK,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10166,"Adelaide, Australia: Adelaide International",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10167,"Ardmore, OK: Ardmore Municipal",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10168,"Andes, Colombia: Andes Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10169,"Andamooka, Australia: Andamooka Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10170,"Kodiak, AK: Kodiak Airport",PADQ,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10171,"Dallas, TX: Addison",KDFW,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10172,"Camp Springs, MD: Joint Base Andrews",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10173,"St Andrews, United Kingdom: RAF Leuchars",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10174,"San Andres Island, Colombia: Gustavo Rojas Pinilla",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10175,"Al Dhafra, United Arab Emirates: Al Dhafra Air Base",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10176,"Aleneva, AK: Aleneva Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10177,"Padang Sidempuan, Indonesia: Aek Godang",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10178,"Abeche, Chad: Abeche Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10180,"Aioun El Atrouss, Mauritania: Aioun El Atrouss Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_STATE_CODE,UNKNOWN
10181,"Buenos Aires, Argentina: Aeroparque Jorge Newbery",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10182,"Adler/Sochi, Russia: Adler/Sochi Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10183,"Aalesund, Norway: Alesund",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10184,"Allakaket, AK: Allakaket Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10185,"Alexandria, LA: Alexandria International",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10186,"Akureyri, Iceland: Akureyri Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10188,"San Rafael, Argentina: San Rafael Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10189,"Colorado Springs, CO: USAF Academy Davis Airfield",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10190,"Nebraska, NE: Nebraska City Municipal",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10191,"Afton, WY: Afton Lincoln County Gen Boyd L Eddins Field",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10192,"Wadesboro, NC: Anson County Jeff Cloud Field",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10194,"Dallas/Fort Worth, TX: Perot Field Fort Worth Alliance",KDFW,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10195,"Afyon, Turkey: Afyon Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10196,"Agadir, Morocco: Inezgane",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10197,"Augsburg, Germany: Augsburg Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10198,"Pittsburgh, PA: Allegheny County",KPIT,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10199,"Agen, France: Agen La Garenne",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10200,"Angoram, Papua New Guinea: Angoram Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10201,"Angelholm/Helsingborg, Sweden: Angelholm",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10202,"Kagua, Papua New Guinea: Kagua Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10203,"Wanigela, Papua New Guinea: Wanigela Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10204,"Angoon, AK: Angoon Seaplane Base",NOT_FOUND,NO,PRIVATE/SPECIAL_USE,NO_MATCH,UNKNOWN
10205,"Malaga, Spain: Malaga Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10206,"Agrinion, Greece: Agrinion Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10207,"Agra, India: Agra Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10208,"Augusta, GA: Augusta Regional at Bush Field",KIAH,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10209,"Ciudad del Este, Paraguay: Guarani International",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10210,"Aguascalientes, Mexico: Aguascalientes International",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10211,"Acarigua, Venezuela: Batalla de Araure",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10212,"Agatti Island, India: Agatti Island Airport",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10213,"Okinawa, Japan: Naha AB",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10214,"Abha, Saudi Arabia: Abha Airport",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10215,"Ardmore, OK: Ardmore Downtown Executive",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10216,"Athens, GA: Athens/Ben Epps",KAHN,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10217,"Alghero/Sassari, Italy: Alghero",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10218,"Ahuas, Honduras: Auas",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10219,"Amchitka Island, AK: Amchitka",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10220,"Al Hoceima, Morocco: Cherif El Idrissi International",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10221,"Alliance, NE: Alliance Municipal",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10222,"Anita Bay, AK: Anita Bay Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10223,"Anderson, IN: Anderson Regional",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10224,"Aiken, SC: Aiken Regional",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10225,"Wainwright, AK: Wainwright Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10226,"Aitutaki, Cook Islands: Aitutaki Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_STATE_CODE,UNKNOWN
10227,"Atlantic City, NJ: Bader Field",KACY,YES,ASOS_AVAILABLE,DIRECT_MATCH,HIGH
10228,"Lake of the Ozarks, MO: Lee C Fine Memorial",NOT_FOUND,NO,NO_ICAO_CODE,NO_MATCH,UNKNOWN
10229,"Ajaccio, France: Ajaccio Napoleon Bonaparte",NOT_FOUND,NO,INTERNATIONAL,INTERNATIONAL,UNKNOWN
10230,"Jouf, Saudi Arabia: Al Jouf",NOT_FOUND,NO,NO_ICAO_CODE,INTERNATIONAL,UNKNOWN
10231,"Akjoujt, Mauritania: Akjoujt Airport",NOT_FOUND,NO,NO_ICAO_CODE,NO_STATE_CODE,UNKNOWN
